gwid,statename,from,to,group,groupid,gwgroupid,umbrella,size,status,reg_aut
750,India,1963,1966,Bodo,3000,75003000,,0.001,POWERLESS,false
750,India,1963,1966,Indigenous Tripuri,7000,75007000,,0.001,POWERLESS,false
750,India,1963,1966,Mizo,12000,75012000,,0.001,POWERLESS,false
750,India,1963,1966,Other Backward Classes (Castes),16000,75016000,,0,IRRELEVANT,
750,India,1967,1971,Hindi (non-SC/ST),5000,75005000,,0.263,SENIOR PARTNER,true
750,India,1967,1971,Scheduled Castes & Tribes,18000,75018000,,0.25,JUNIOR PARTNER,false
750,India,1967,1971,Other Muslims,13000,75013000,,0.115,JUNIOR PARTNER,false
750,India,1967,1971,Marathi (non-SC/ST),11000,75011000,,0.053,JUNIOR PARTNER,true
750,India,1967,1971,Telugu (Non SC/ST/OBCs),20000,75020000,,0.053,JUNIOR PARTNER,true
750,India,1967,1971,Tamil (non-SC/ST),19000,75019000,,0.047,JUNIOR PARTNER,true
750,India,1967,1971,Bengali (non-SC/ST),2000,75002000,,0.039,JUNIOR PARTNER,true
750,India,1967,1971,Gujarati (non-SC/ST/OBCs),4000,75004000,,0.034,JUNIOR PARTNER,true
750,India,1967,1971,Kannada (non-SC/ST),8000,75008000,,0.025,JUNIOR PARTNER,true
750,India,1967,1971,Malyalam (non-SC/ST),9000,75009000,,0.024,JUNIOR PARTNER,true
750,India,1967,1971,Oriya (non-SC/ST/OBCs),15000,75015000,,0.02,JUNIOR PARTNER,true
750,India,1967,1971,Punjabi-Sikhs (non-SC/ST/OBCs),17000,75017000,,0.019,JUNIOR PARTNER,true
750,India,1967,1971,Assamese (non-SC/ST/OBCs),1000,75001000,,0.014,JUNIOR PARTNER,true
750,India,1967,1971,Kashmiri Muslims,6000,75006000,,0.0045,POWERLESS,true
750,India,1967,1971,Manipuri,10000,75010000,,0.002,POWERLESS,false
750,India,1967,1971,Naga,14000,75014000,,0.002,POWERLESS,true
750,India,1967,1971,Bodo,3000,75003000,,0.001,POWERLESS,false
750,India,1967,1971,Indigenous Tripuri,7000,75007000,,0.001,POWERLESS,false
750,India,1967,1971,Mizo,12000,75012000,,0.001,POWERLESS,false
750,India,1967,1971,Other Backward Classes (Castes),16000,75016000,,0,IRRELEVANT,
750,India,1972,1976,Hindi (non-SC/ST),5000,75005000,,0.263,SENIOR PARTNER,true
750,India,1972,1976,Scheduled Castes & Tribes,18000,75018000,,0.25,JUNIOR PARTNER,false
750,India,1972,1976,Other Muslims,13000,75013000,,0.115,JUNIOR PARTNER,false
750,India,1972,1976,Marathi (non-SC/ST),11000,75011000,,0.053,JUNIOR PARTNER,true
750,India,1972,1976,Telugu (Non SC/ST/OBCs),20000,75020000,,0.053,JUNIOR PARTNER,true
750,India,1972,1976,Tamil (non-SC/ST),19000,75019000,,0.047,JUNIOR PARTNER,true
750,India,1972,1976,Bengali (non-SC/ST),2000,75002000,,0.039,JUNIOR PARTNER,true
750,India,1972,1976,Gujarati (non-SC/ST/OBCs),4000,75004000,,0.034,JUNIOR PARTNER,true
750,India,1972,1976,Kannada (non-SC/ST),8000,75008000,,0.025,JUNIOR PARTNER,true
750,India,1972,1976,Malyalam (non-SC/ST),9000,75009000,,0.024,JUNIOR PARTNER,true
750,India,1972,1976,Oriya (non-SC/ST/OBCs),15000,75015000,,0.02,JUNIOR PARTNER,true
750,India,1972,1976,Punjabi-Sikhs (non-SC/ST/OBCs),17000,75017000,,0.019,JUNIOR PARTNER,true
750,India,1972,1976,Assamese (non-SC/ST/OBCs),1000,75001000,,0.014,JUNIOR PARTNER,true
750,India,1972,1976,Kashmiri Muslims,6000,75006000,,0.0045,POWERLESS,true
750,India,1972,1976,Manipuri,10000,75010000,,0.002,POWERLESS,true
750,India,1972,1976,Naga,14000,75014000,,0.002,POWERLESS,true
750,India,1972,1976,Bodo,3000,75003000,,0.001,POWERLESS,false
750,India,1972,1976,Indigenous Tripuri,7000,75007000,,0.001,POWERLESS,false
750,India,1972,1976,Mizo,12000,75012000,,0.001,POWERLESS,false
750,India,1972,1976,Other Backward Classes (Castes),16000,75016000,,0,IRRELEVANT,
750,India,1977,1986,Hindi (non-SC/ST),5000,75005000,,0.263,SENIOR PARTNER,true
750,India,1977,1986,Other Backward Classes (Castes),16000,75016000,,0.134,JUNIOR PARTNER,false
750,India,1977,1986,Scheduled Castes & Tribes,18000,75018000,,0.116,JUNIOR PARTNER,false
750,India,1977,1986,Other Muslims,13000,75013000,,0.115,JUNIOR PARTNER,false
750,India,1977,1986,Marathi (non-SC/ST),11000,75011000,,0.053,JUNIOR PARTNER,true
750,India,1977,1986,Telugu (Non SC/ST/OBCs),20000,75020000,,0.053,JUNIOR PARTNER,true
750,India,1977,1986,Tamil (non-SC/ST),19000,75019000,,0.047,JUNIOR PARTNER,true
750,India,1977,1986,Bengali (non-SC/ST),2000,75002000,,0.039,JUNIOR PARTNER,true
750,India,1977,1986,Gujarati (non-SC/ST/OBCs),4000,75004000,,0.034,JUNIOR PARTNER,true
750,India,1977,1986,Kannada (non-SC/ST),8000,75008000,,0.025,JUNIOR PARTNER,true
750,India,1977,1986,Malyalam (non-SC/ST),9000,75009000,,0.024,JUNIOR PARTNER,true
750,India,1977,1986,Oriya (non-SC/ST/OBCs),15000,75015000,,0.02,JUNIOR PARTNER,true
750,India,1977,1986,Punjabi-Sikhs (non-SC/ST/OBCs),17000,75017000,,0.019,JUNIOR PARTNER,true
750,India,1977,1986,Assamese (non-SC/ST/OBCs),1000,75001000,,0.014,JUNIOR PARTNER,true
750,India,1977,1986,Kashmiri Muslims,6000,75006000,,0.0045,POWERLESS,true
750,India,1977,1986,Manipuri,10000,75010000,,0.002,POWERLESS,true
750,India,1977,1986,Naga,14000,75014000,,0.002,POWERLESS,true
750,India,1977,1986,Bodo,3000,75003000,,0.001,POWERLESS,false
750,India,1977,1986,Indigenous Tripuri,7000,75007000,,0.001,POWERLESS,false
750,India,1977,1986,Mizo,12000,75012000,,0.001,POWERLESS,false
750,India,1987,1999,Hindi (non-SC/ST),5000,75005000,,0.263,SENIOR PARTNER,true
750,India,1987,1999,Other Backward Classes (Castes),16000,75016000,,0.134,JUNIOR PARTNER,false
750,India,1987,1999,Scheduled Castes & Tribes,18000,75018000,,0.116,JUNIOR PARTNER,false
750,India,1987,1999,Other Muslims,13000,75013000,,0.115,JUNIOR PARTNER,false
750,India,1987,1999,Marathi (non-SC/ST),11000,75011000,,0.053,JUNIOR PARTNER,true
750,India,1987,1999,Telugu (Non SC/ST/OBCs),20000,75020000,,0.053,JUNIOR PARTNER,true
750,India,1987,1999,Tamil (non-SC/ST),19000,75019000,,0.047,JUNIOR PARTNER,true
750,India,1987,1999,Bengali (non-SC/ST),2000,75002000,,0.039,JUNIOR PARTNER,true
750,India,1987,1999,Gujarati (non-SC/ST/OBCs),4000,75004000,,0.034,JUNIOR PARTNER,true
750,India,1987,1999,Kannada (non-SC/ST),8000,75008000,,0.025,JUNIOR PARTNER,true
750,India,1987,1999,Malyalam (non-SC/ST),9000,75009000,,0.024,JUNIOR PARTNER,true
750,India,1987,1999,Oriya (non-SC/ST/OBCs),15000,75015000,,0.02,JUNIOR PARTNER,true
750,India,1987,1999,Punjabi-Sikhs (non-SC/ST/OBCs),17000,75017000,,0.019,JUNIOR PARTNER,true
750,India,1987,1999,Assamese (non-SC/ST/OBCs),1000,75001000,,0.014,JUNIOR PARTNER,true
750,India,1987,1999,Kashmiri Muslims,6000,75006000,,0.0045,POWERLESS,false
750,India,1987,1999,Manipuri,10000,75010000,,0.002,POWERLESS,true
750,India,1987,1999,Naga,14000,75014000,,0.002,POWERLESS,true
750,India,1987,1999,Bodo,3000,75003000,,0.001,POWERLESS,false
750,India,1987,1999,Indigenous Tripuri,7000,75007000,,0.001,POWERLESS,true
750,India,1987,1999,Mizo,12000,75012000,,0.001,POWERLESS,true
750,India,2000,2002,Hindi (non-SC/ST),5000,75005000,,0.263,SENIOR PARTNER,true
750,India,2000,2002,Other Backward Classes (Castes),16000,75016000,,0.134,JUNIOR PARTNER,false
750,India,2000,2002,Scheduled Castes & Tribes,18000,75018000,,0.116,JUNIOR PARTNER,true
750,India,2000,2002,Other Muslims,13000,75013000,,0.115,JUNIOR PARTNER,false
750,India,2000,2002,Marathi (non-SC/ST),11000,75011000,,0.053,JUNIOR PARTNER,true
750,India,2000,2002,Telugu (Non SC/ST/OBCs),20000,75020000,,0.053,JUNIOR PARTNER,true
750,India,2000,2002,Tamil (non-SC/ST),19000,75019000,,0.047,JUNIOR PARTNER,true
750,India,2000,2002,Bengali (non-SC/ST),2000,75002000,,0.039,JUNIOR PARTNER,true
750,India,2000,2002,Gujarati (non-SC/ST/OBCs),4000,75004000,,0.034,JUNIOR PARTNER,true
750,India,2000,2002,Kannada (non-SC/ST),8000,75008000,,0.025,JUNIOR PARTNER,true
750,India,2000,2002,Malyalam (non-SC/ST),9000,75009000,,0.024,JUNIOR PARTNER,true
750,India,2000,2002,Oriya (non-SC/ST/OBCs),15000,75015000,,0.02,JUNIOR PARTNER,true
750,India,2000,2002,Punjabi-Sikhs (non-SC/ST/OBCs),17000,75017000,,0.019,JUNIOR PARTNER,true
750,India,2000,2002,Assamese (non-SC/ST/OBCs),1000,75001000,,0.014,JUNIOR PARTNER,true
750,India,2000,2002,Kashmiri Muslims,6000,75006000,,0.0045,POWERLESS,false
750,India,2000,2002,Manipuri,10000,75010000,,0.002,POWERLESS,true
750,India,2000,2002,Naga,14000,75014000,,0.002,POWERLESS,true
750,India,2000,2002,Bodo,3000,75003000,,0.001,POWERLESS,false
750,India,2000,2002,Indigenous Tripuri,7000,75007000,,0.001,POWERLESS,true
750,India,2000,2002,Mizo,12000,75012000,,0.001,POWERLESS,true
750,India,2003,2013,Hindi (non-SC/ST),5000,75005000,,0.263,SENIOR PARTNER,true
750,India,2003,2013,Other Backward Classes (Castes),16000,75016000,,0.134,JUNIOR PARTNER,false
750,India,2003,2013,Scheduled Castes & Tribes,18000,75018000,,0.116,JUNIOR PARTNER,true
750,India,2003,2013,Other Muslims,13000,75013000,,0.115,JUNIOR PARTNER,false
750,India,2003,2013,Marathi (non-SC/ST),11000,75011000,,0.053,JUNIOR PARTNER,true
750,India,2003,2013,Telugu (Non SC/ST/OBCs),20000,75020000,,0.053,JUNIOR PARTNER,true
750,India,2003,2013,Tamil (non-SC/ST),19000,75019000,,0.047,JUNIOR PARTNER,true
750,India,2003,2013,Bengali (non-SC/ST),2000,75002000,,0.039,JUNIOR PARTNER,true
750,India,2003,2013,Gujarati (non-SC/ST/OBCs),4000,75004000,,0.034,JUNIOR PARTNER,true
750,India,2003,2013,Kannada (non-SC/ST),8000,75008000,,0.025,JUNIOR PARTNER,true
750,India,2003,2013,Malyalam (non-SC/ST),9000,75009000,,0.024,JUNIOR PARTNER,true
750,India,2003,2013,Oriya (non-SC/ST/OBCs),15000,75015000,,0.02,JUNIOR PARTNER,true
750,India,2003,2013,Punjabi-Sikhs (non-SC/ST/OBCs),17000,75017000,,0.019,JUNIOR PARTNER,true
750,India,2003,2013,Assamese (non-SC/ST/OBCs),1000,75001000,,0.014,JUNIOR PARTNER,true
750,India,2003,2013,Kashmiri Muslims,6000,75006000,,0.0045,POWERLESS,false
750,India,2003,2013,Manipuri,10000,75010000,,0.002,POWERLESS,true
750,India,2003,2013,Naga,14000,75014000,,0.002,POWERLESS,true
750,India,2003,2013,Bodo,3000,75003000,,0.001,POWERLESS,true
750,India,2003,2013,Indigenous Tripuri,7000,75007000,,0.001,POWERLESS,true
750,India,2003,2013,Mizo,12000,75012000,,0.001,POWERLESS,true
760,Bhutan,1949,1988,Bhutanese,1000,76001000,,0.5,MONOPOLY,
760,Bhutan,1949,1988,Lhotsampa (Hindu Nepalese),2000,76002000,,0.35,POWERLESS,false
760,Bhutan,1989,2013,Sharchops,1020,76001020,76001000,0.4,POWERLESS,false
760,Bhutan,1989,2013,Ngalops (Drupka),1010,76001010,76001000,0.2,MONOPOLY,
760,Bhutan,1989,2013,Lhotsampa (Hindu Nepalese),2000,76002000,,0.2,DISCRIMINATED,false
770,Pakistan,1947,1971,Bengali,2000,77002000,,0.55,DISCRIMINATED,false
770,Pakistan,1947,1971,Punjabi,5000,77005000,,0.3,SENIOR PARTNER,false
770,Pakistan,1947,1971,Pashtuns,4000,77004000,,0.04,JUNIOR PARTNER,false
770,Pakistan,1947,1971,Sindhi,6000,77006000,,0.04,POWERLESS,false
770,Pakistan,1947,1971,Mohajirs,3000,77003000,,0.03,SENIOR PARTNER,false
770,Pakistan,1947,1971,Ahmadis,7000,77007000,,0.015,JUNIOR PARTNER,false
770,Pakistan,1947,1971,Baluchis,1000,77001000,,0.01,POWERLESS,false
770,Pakistan,1947,1971,Hindus,8000,77008000,,0.01,DISCRIMINATED,false
770,Pakistan,1947,1971,Christians,9000,77009000,,0.007,IRRELEVANT,
770,Pakistan,1972,1973,Punjabi,5000,77005000,,0.56,SENIOR PARTNER,false
770,Pakistan,1972,1973,Pashtuns,4000,77004000,,0.15,POWERLESS,false
770,Pakistan,1972,1973,Sindhi,6000,77006000,,0.14,JUNIOR PARTNER,false
770,Pakistan,1972,1973,Mohajirs,3000,77003000,,0.08,POWERLESS,false
770,Pakistan,1972,1973,Baluchis,1000,77001000,,0.03,POWERLESS,false
770,Pakistan,1972,1973,Ahmadis,7000,77007000,,0.022,JUNIOR PARTNER,false
770,Pakistan,1972,1973,Hindus,8000,77008000,,0.016,DISCRIMINATED,false
770,Pakistan,1972,1973,Christians,9000,77009000,,0.007,IRRELEVANT,
770,Pakistan,1974,1977,Punjabi,5000,77005000,,0.56,SENIOR PARTNER,false
770,Pakistan,1974,1977,Pashtuns,4000,77004000,,0.15,POWERLESS,false
770,Pakistan,1974,1977,Sindhi,6000,77006000,,0.14,JUNIOR PARTNER,false
770,Pakistan,1974,1977,Mohajirs,3000,77003000,,0.08,POWERLESS,false
770,Pakistan,1974,1977,Baluchis,1000,77001000,,0.03,DISCRIMINATED,false
770,Pakistan,1974,1977,Ahmadis,7000,77007000,,0.022,POWERLESS,false
770,Pakistan,1974,1977,Hindus,8000,77008000,,0.016,DISCRIMINATED,false
770,Pakistan,1974,1977,Christians,9000,77009000,,0.007,IRRELEVANT,
770,Pakistan,1978,1983,Punjabi,5000,77005000,,0.56,SENIOR PARTNER,false
770,Pakistan,1978,1983,Pashtuns,4000,77004000,,0.15,JUNIOR PARTNER,false
770,Pakistan,1978,1983,Sindhi,6000,77006000,,0.14,POWERLESS,false
770,Pakistan,1978,1983,Mohajirs,3000,77003000,,0.08,JUNIOR PARTNER,false
770,Pakistan,1978,1983,Baluchis,1000,77001000,,0.03,POWERLESS,false
770,Pakistan,1978,1983,Ahmadis,7000,77007000,,0.022,POWERLESS,false
770,Pakistan,1978,1983,Hindus,8000,77008000,,0.016,DISCRIMINATED,false
770,Pakistan,1978,1983,Christians,9000,77009000,,0.007,IRRELEVANT,
770,Pakistan,1984,1988,Punjabi,5000,77005000,,0.555,SENIOR PARTNER,false
770,Pakistan,1984,1988,Pashtuns,4000,77004000,,0.15,JUNIOR PARTNER,false
770,Pakistan,1984,1988,Sindhi,6000,77006000,,0.14,POWERLESS,false
770,Pakistan,1984,1988,Mohajirs,3000,77003000,,0.08,JUNIOR PARTNER,false
770,Pakistan,1984,1988,Baluchis,1000,77001000,,0.03,POWERLESS,false
770,Pakistan,1984,1988,Ahmadis,7000,77007000,,0.022,DISCRIMINATED,false
770,Pakistan,1984,1988,Hindus,8000,77008000,,0.016,DISCRIMINATED,false
770,Pakistan,1984,1988,Christians,9000,77009000,,0.007,DISCRIMINATED,false
770,Pakistan,1989,1999,Punjabi,5000,77005000,,0.555,SENIOR PARTNER,false
770,Pakistan,1989,1999,Pashtuns,4000,77004000,,0.15,POWERLESS,false
770,Pakistan,1989,1999,Sindhi,6000,77006000,,0.14,JUNIOR PARTNER,false
770,Pakistan,1989,1999,Mohajirs,3000,77003000,,0.08,POWERLESS,false
770,Pakistan,1989,1999,Baluchis,1000,77001000,,0.03,POWERLESS,false
770,Pakistan,1989,1999,Ahmadis,7000,77007000,,0.022,DISCRIMINATED,false
770,Pakistan,1989,1999,Hindus,8000,77008000,,0.016,DISCRIMINATED,false
770,Pakistan,1989,1999,Christians,9000,77009000,,0.007,DISCRIMINATED,false
770,Pakistan,2000,2008,Punjabi,5000,77005000,,0.555,SENIOR PARTNER,false
770,Pakistan,2000,2008,Pashtuns,4000,77004000,,0.15,JUNIOR PARTNER,false
770,Pakistan,2000,2008,Sindhi,6000,77006000,,0.14,POWERLESS,false
770,Pakistan,2000,2008,Mohajirs,3000,77003000,,0.08,JUNIOR PARTNER,false
770,Pakistan,2000,2008,Baluchis,1000,77001000,,0.03,DISCRIMINATED,false
770,Pakistan,2000,2008,Ahmadis,7000,77007000,,0.022,DISCRIMINATED,false
770,Pakistan,2000,2008,Hindus,8000,77008000,,0.016,DISCRIMINATED,false
770,Pakistan,2000,2008,Christians,9000,77009000,,0.007,DISCRIMINATED,false
770,Pakistan,2009,2013,Punjabi,5000,77005000,,0.555,SENIOR PARTNER,false
770,Pakistan,2009,2013,Pashtuns,4000,77004000,,0.15,JUNIOR PARTNER,false
770,Pakistan,2009,2013,Sindhi,6000,77006000,,0.14,JUNIOR PARTNER,false
770,Pakistan,2009,2013,Mohajirs,3000,77003000,,0.08,POWERLESS,false
770,Pakistan,2009,2013,Baluchis,1000,77001000,,0.03,DISCRIMINATED,false
770,Pakistan,2009,2013,Ahmadis,7000,77007000,,0.022,DISCRIMINATED,false
770,Pakistan,2009,2013,Hindus,8000,77008000,,0.016,DISCRIMINATED,false
770,Pakistan,2009,2013,Christians,9000,77009000,,0.007,DISCRIMINATED,false
771,Bangladesh,1972,2013,Bengali Muslims,2000,77102000,,0.895,DOMINANT,
771,Bangladesh,1972,2013,Bengali Hindus,1000,77101000,,0.1,DISCRIMINATED,false
771,Bangladesh,1972,2013,Tribal-Buddhists,3000,77103000,,0.01,DISCRIMINATED,false
771,Bangladesh,1972,2013,Biharis (Urdu-Speaker),4000,77104000,,0.002,DISCRIMINATED,false
775,Myanmar,1948,1957,Bamar (Barman),1000,77501000,,0.68,SENIOR PARTNER,true
775,Myanmar,1948,1957,Shan,9000,77509000,,0.085,JUNIOR PARTNER,true
775,Myanmar,1948,1957,Kayin (Karens),6000,77506000,,0.07,SELF-EXCLUSION,true
775,Myanmar,1948,1957,Chinese,3000,77503000,,0.03,DISCRIMINATED,false
775,Myanmar,1948,1957,Zomis (Chins),11000,77511000,,0.021,DISCRIMINATED,false
775,Myanmar,1948,1957,Buddhist Arakanese,2000,77502000,,0.02,POWERLESS,false
775,Myanmar,1948,1957,Indians,4000,77504000,,0.02,DISCRIMINATED,false
775,Myanmar,1948,1957,Mons,7000,77507000,,0.02,POWERLESS,false
775,Myanmar,1948,1957,Muslim Arakanese,8000,77508000,,0.02,POWERLESS,false
775,Myanmar,1948,1957,Kachins,5000,77505000,,0.015,JUNIOR PARTNER,true
775,Myanmar,1948,1957,Karenni (Red Karens),12000,77512000,,0.004,DISCRIMINATED,false
775,Myanmar,1948,1957,Wa,10000,77510000,,0.002,POWERLESS,false
775,Myanmar,1958,1958,Bamar (Barman),1000,77501000,,0.68,SENIOR PARTNER,true
775,Myanmar,1958,1958,Shan,9000,77509000,,0.085,JUNIOR PARTNER,true
775,Myanmar,1958,1958,Kayin (Karens),6000,77506000,,0.07,SELF-EXCLUSION,true
775,Myanmar,1958,1958,Chinese,3000,77503000,,0.03,DISCRIMINATED,false
775,Myanmar,1958,1958,Zomis (Chins),11000,77511000,,0.021,DISCRIMINATED,false
775,Myanmar,1958,1958,Buddhist Arakanese,2000,77502000,,0.02,POWERLESS,false
775,Myanmar,1958,1958,Indians,4000,77504000,,0.02,DISCRIMINATED,false
775,Myanmar,1958,1958,Mons,7000,77507000,,0.02,POWERLESS,false
775,Myanmar,1958,1958,Muslim Arakanese,8000,77508000,,0.02,SELF-EXCLUSION,true
775,Myanmar,1958,1958,Kachins,5000,77505000,,0.015,JUNIOR PARTNER,true
775,Myanmar,1958,1958,Karenni (Red Karens),12000,77512000,,0.004,DISCRIMINATED,false
775,Myanmar,1958,1958,Wa,10000,77510000,,0.002,POWERLESS,false
775,Myanmar,1959,1959,Bamar (Barman),1000,77501000,,0.68,DOMINANT,
775,Myanmar,1959,1959,Shan,9000,77509000,,0.085,DISCRIMINATED,false
775,Myanmar,1959,1959,Kayin (Karens),6000,77506000,,0.07,SELF-EXCLUSION,true
775,Myanmar,1959,1959,Chinese,3000,77503000,,0.03,DISCRIMINATED,false
775,Myanmar,1959,1959,Zomis (Chins),11000,77511000,,0.021,DISCRIMINATED,false
775,Myanmar,1959,1959,Buddhist Arakanese,2000,77502000,,0.02,POWERLESS,false
775,Myanmar,1959,1959,Indians,4000,77504000,,0.02,DISCRIMINATED,false
775,Myanmar,1959,1959,Mons,7000,77507000,,0.02,POWERLESS,false
775,Myanmar,1959,1959,Muslim Arakanese,8000,77508000,,0.02,SELF-EXCLUSION,true
775,Myanmar,1959,1959,Kachins,5000,77505000,,0.015,DISCRIMINATED,false
775,Myanmar,1959,1959,Karenni (Red Karens),12000,77512000,,0.004,DISCRIMINATED,false
775,Myanmar,1959,1959,Wa,10000,77510000,,0.002,POWERLESS,false
775,Myanmar,1960,1962,Bamar (Barman),1000,77501000,,0.68,DOMINANT,
775,Myanmar,1960,1962,Shan,9000,77509000,,0.085,POWERLESS,false
775,Myanmar,1960,1962,Kayin (Karens),6000,77506000,,0.07,SELF-EXCLUSION,true
775,Myanmar,1960,1962,Chinese,3000,77503000,,0.03,DISCRIMINATED,false
775,Myanmar,1960,1962,Zomis (Chins),11000,77511000,,0.021,DISCRIMINATED,false
775,Myanmar,1960,1962,Buddhist Arakanese,2000,77502000,,0.02,SELF-EXCLUSION,true
775,Myanmar,1960,1962,Indians,4000,77504000,,0.02,DISCRIMINATED,false
775,Myanmar,1960,1962,Mons,7000,77507000,,0.02,SELF-EXCLUSION,true
775,Myanmar,1960,1962,Muslim Arakanese,8000,77508000,,0.02,SELF-EXCLUSION,true
775,Myanmar,1960,1962,Kachins,5000,77505000,,0.015,DISCRIMINATED,false
775,Myanmar,1960,1962,Karenni (Red Karens),12000,77512000,,0.004,DISCRIMINATED,false
775,Myanmar,1960,1962,Wa,10000,77510000,,0.002,POWERLESS,false
775,Myanmar,1963,1989,Bamar (Barman),1000,77501000,,0.68,DOMINANT,
775,Myanmar,1963,1989,Shan,9000,77509000,,0.085,SELF-EXCLUSION,true
775,Myanmar,1963,1989,Kayin (Karens),6000,77506000,,0.07,SELF-EXCLUSION,true
775,Myanmar,1963,1989,Chinese,3000,77503000,,0.03,DISCRIMINATED,false
775,Myanmar,1963,1989,Zomis (Chins),11000,77511000,,0.021,SELF-EXCLUSION,true
775,Myanmar,1963,1989,Buddhist Arakanese,2000,77502000,,0.02,SELF-EXCLUSION,true
775,Myanmar,1963,1989,Indians,4000,77504000,,0.02,DISCRIMINATED,false
775,Myanmar,1963,1989,Mons,7000,77507000,,0.02,SELF-EXCLUSION,true
775,Myanmar,1963,1989,Muslim Arakanese,8000,77508000,,0.02,SELF-EXCLUSION,true
775,Myanmar,1963,1989,Kachins,5000,77505000,,0.015,POWERLESS,true
775,Myanmar,1963,1989,Karenni (Red Karens),12000,77512000,,0.004,DISCRIMINATED,false
775,Myanmar,1963,1989,Wa,10000,77510000,,0.002,POWERLESS,false
775,Myanmar,1990,2011,Bamar (Barman),1000,77501000,,0.68,DOMINANT,
775,Myanmar,1990,2011,Shan,9000,77509000,,0.085,SELF-EXCLUSION,true
775,Myanmar,1990,2011,Kayin (Karens),6000,77506000,,0.07,SELF-EXCLUSION,true
775,Myanmar,1990,2011,Chinese,3000,77503000,,0.03,DISCRIMINATED,false
775,Myanmar,1990,2011,Zomis (Chins),11000,77511000,,0.021,SELF-EXCLUSION,true
775,Myanmar,1990,2011,Buddhist Arakanese,2000,77502000,,0.02,SELF-EXCLUSION,true
775,Myanmar,1990,2011,Indians,4000,77504000,,0.02,DISCRIMINATED,false
775,Myanmar,1990,2011,Mons,7000,77507000,,0.02,SELF-EXCLUSION,true
775,Myanmar,1990,2011,Muslim Arakanese,8000,77508000,,0.02,SELF-EXCLUSION,true
775,Myanmar,1990,2011,Kachins,5000,77505000,,0.015,SELF-EXCLUSION,true
775,Myanmar,1990,2011,Karenni (Red Karens),12000,77512000,,0.004,DISCRIMINATED,false
775,Myanmar,1990,2011,Wa,10000,77510000,,0.002,POWERLESS,true
775,Myanmar,2012,2013,Bamar (Barman),1000,77501000,,0.68,DOMINANT,
775,Myanmar,2012,2013,Shan,9000,77509000,,0.085,POWERLESS,false
775,Myanmar,2012,2013,Kayin (Karens),6000,77506000,,0.07,POWERLESS,false
775,Myanmar,2012,2013,Chinese,3000,77503000,,0.03,DISCRIMINATED,false
775,Myanmar,2012,2013,Zomis (Chins),11000,77511000,,0.021,POWERLESS,false
775,Myanmar,2012,2013,Buddhist Arakanese,2000,77502000,,0.02,POWERLESS,false
775,Myanmar,2012,2013,Indians,4000,77504000,,0.02,DISCRIMINATED,false
775,Myanmar,2012,2013,Mons,7000,77507000,,0.02,POWERLESS,false
775,Myanmar,2012,2013,Muslim Arakanese,8000,77508000,,0.02,SELF-EXCLUSION,true
775,Myanmar,2012,2013,Kachins,5000,77505000,,0.015,POWERLESS,false
775,Myanmar,2012,2013,Karenni (Red Karens),12000,77512000,,0.004,DISCRIMINATED,false
775,Myanmar,2012,2013,Wa,10000,77510000,,0.002,POWERLESS,false
780,Sri Lanka,1948,1955,Sinhalese,3000,78003000,,0.7,DOMINANT,
780,Sri Lanka,1948,1955,Indian Tamils,1000,78001000,,0.12,DISCRIMINATED,false
780,Sri Lanka,1948,1955,Sri Lankan Tamils,4000,78004000,,0.11,POWERLESS,false
780,Sri Lanka,1948,1955,Moors (Muslims),2000,78002000,,0.06,POWERLESS,false
780,Sri Lanka,1956,1963,Sinhalese,3000,78003000,,0.7,DOMINANT,
780,Sri Lanka,1956,1963,Indian Tamils,1000,78001000,,0.12,DISCRIMINATED,false
780,Sri Lanka,1956,1963,Sri Lankan Tamils,4000,78004000,,0.11,DISCRIMINATED,false
780,Sri Lanka,1956,1963,Moors (Muslims),2000,78002000,,0.06,DISCRIMINATED,false
780,Sri Lanka,1964,1983,Sinhalese,3000,78003000,,0.7,DOMINANT,
780,Sri Lanka,1964,1983,Indian Tamils,1000,78001000,,0.12,POWERLESS,false
780,Sri Lanka,1964,1983,Sri Lankan Tamils,4000,78004000,,0.11,DISCRIMINATED,false
780,Sri Lanka,1964,1983,Moors (Muslims),2000,78002000,,0.06,DISCRIMINATED,false
780,Sri Lanka,1984,1984,Sinhalese,3000,78003000,,0.74,DOMINANT,
780,Sri Lanka,1984,1984,Sri Lankan Tamils,4000,78004000,,0.11,SELF-EXCLUSION,true
780,Sri Lanka,1984,1984,Moors (Muslims),2000,78002000,,0.08,DISCRIMINATED,false
780,Sri Lanka,1984,1984,Indian Tamils,1000,78001000,,0.06,POWERLESS,false
780,Sri Lanka,1985,1986,Sinhalese,3000,78003000,,0.74,SENIOR PARTNER,false
780,Sri Lanka,1985,1986,Sri Lankan Tamils,4000,78004000,,0.11,SELF-EXCLUSION,true
780,Sri Lanka,1985,1986,Moors (Muslims),2000,78002000,,0.08,DISCRIMINATED,false
780,Sri Lanka,1985,1986,Indian Tamils,1000,78001000,,0.06,JUNIOR PARTNER,false
780,Sri Lanka,1987,1987,Sinhalese,3000,78003000,,0.74,SENIOR PARTNER,false
780,Sri Lanka,1987,1987,Sri Lankan Tamils,4000,78004000,,0.1,POWERLESS,true
780,Sri Lanka,1987,1987,Moors (Muslims),2000,78002000,,0.08,DISCRIMINATED,false
